Sexe,Année de naissance,Commune,Situation familiale,Habitat,Catégorie socioprofessionnelle,Nationalité,Nombre d'enfant(s),Date du contact,1er contact,Motif,Violences,Produits addictifs,Envoyé(e) par institution,age_contact
F,1973,Nouméa,Union libre,,Sans Emploi,,0,2015-08,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,42
M,1973,Mont dore,Marié(e),,,,2,2013-10,True,Auteur,"Verbales,Psychologiques,Physiques",drogue,Tribunal,40
F,1973,Bourail,Célibataire,Propriétaire,Cuisinier,,1,2023-04,True,Victime,Physiques,,Entourage,50
F,1973,Mont dore,,Hébergé,Recherche,,,2023-01,True,Victime,"Verbales,Physiques,Sexuelles",,Associations,49
F,1973,Nouméa,Marié(e),Propriétaire,Employé-e,FRANCAISE,,2010-12,True,Mixte,"Verbales,Psychologiques",alcool,Entourage,37
F,1973,Nouméa,,Locataire,Employé-e,,,2017-08,True,Mixte,"Verbales,Physiques,Psychologiques",,,44
M,1973,Nouméa,Union libre,Squat,Ouvrier-ère,FRANCAISE,8,2012-01,True,Auteur,"Psychologiques,Physiques",alcool,Tribunal,38
F,1973,Paita,Marié(e),Propriétaire,Employé-e,FRANCAISE,2,2016-06,True,Mixte,"Psychologiques,Économiques",,Police,43
F,1973,Nouméa,Marié(e),,Employé-e,,2,2013-09,True,Mixte,"Verbales,Psychologiques",,Entourage,40
F,1973,Mont dore,,,Sans Emploi,FRANCAISE,,2010-02,False,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,37
F,1973,Dumbéa,Marié(e),Propriétaire,Infirmière-er,FRANCAISE,,2011-11,True,Mixte,"Verbales,Psychologiques,Physiques",,Spontanée,38
F,1973,Nouméa,Union libre,,Sans Emploi,FRANCAISE,1,2010-09,True,Mixte,"Psychologiques,Verbales,Économiques",alcool,Police,37
M,1972,Nouméa,Union libre,Squat,Agent de sécurité,,0,2019-06,True,Auteur,Physiques,,Service pénitentiaire d'insertion et de probation SPIP,46
F,1972,Dumbéa,Union libre,Squat,Sans Emploi,,4,2013-10,True,Mixte,"Verbales,Psychologiques,Physiques,Sur enfants,Menaces de mort",alcool,Professionnels de santé,40
F,1972,Nouméa,Union libre,Locataire,Employé-e,,3,2014-01,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,41
F,1972,Nouméa,Union libre,Locataire,Sans Emploi,FRANCAISE,2,2011-12,True,Victime,"Verbales,Physiques",alcool,Tribunal,39
F,1972,Nouméa,Divorcé(e),Locataire,Sans Emploi,,2,2020-01,True,Mixte,"Verbales,Psychologiques,Physiques,Sur enfants",,Police,47
F,1972,Tontouta,Union libre,Locataire,Employé-e,,,2020-10,True,Mixte,"Verbales,Psychologiques,Physiques",,Professionnels de santé,47
M,1972,Dumbéa,,,Employé-e,FRANCAISE,,2012-01,True,Auteur,Physiques,alcool,Tribunal,39
F,1972,,Marié(e),,Profession intermédiaire,FRANCAISE,1,2016-10,False,Mixte,"Verbales,Psychologiques,Sexuelles",,Spontanée,43
M,1972,Nouméa,Union libre,Locataire,Employé-e,FRANCAISE,1,2010-05,True,Auteur,"Verbales,Physiques",alcool,Tribunal,37
F,1972,Yate,Marié(e),Hébergé,Employé-e,,3,2019-01,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles,Menaces de mort",alcool,Travailleurs sociaux,46
F,1972,Nouméa,Marié(e),Hébergé,Agent fonction pub,,2,2020-07,True,Mixte,Psychologiques,,Police,47
M,1972,La foa,Union libre,,Retraité-e,FRANCAISE,,2012-07,True,Auteur,"Physiques,Physiques",alcool,Tribunal,39
F,1972,Dumbéa,Marié(e),,Employé-e,FRANCAISE,3,2011-03,True,Victime,"Psychologiques,Verbales,Physiques",,Tribunal,38
F,1972,Nouméa,Marié(e),,Sans Emploi,,1,2014-03,True,Mixte,"Verbales,Psychologiques,Physiques",,Entourage,41
F,1972,Nouméa,Union libre,,Employé-e,FRANCAISE,,2011-04,True,Victime,"Verbales,Physiques",alcool,Tribunal,38
F,1972,Nouméa,Divorcé(e),Hébergé,,FRANCAISE,3,2022-03,True,Victime,"Verbales,Physiques,Menaces de mort",,Travailleurs sociaux,49
F,1972,Nouméa,Union libre,Locataire,Sans Emploi,FRANCAISE,,2010-02,False,Mixte,"Verbales,Psychologiques,Physiques,Économiques",,Entourage,37
F,1972,Nouméa,Union libre,Squat,Ouvrier-ère,,,2009-12,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,37
F,1972,Nouméa,Union libre,Hébergé,Sans Emploi,FRANCAISE,4,2011-05,True,Mixte,"Psychologiques,Verbales",alcool,,38
F,1972,,,Hébergé,,FRANCAISE,,2017-02,True,Mixte,"Psychologiques,Économiques,Sexuelles,Administratives",,Entourage,44
F,1972,Nouméa,Marié(e),Propriétaire,Sans Emploi,,4,2015-10,True,Mixte,"Verbales,Psychologiques,Physiques,Physiques,Économiques",,Professionnels de santé,43
F,1972,Dumbéa,Marié(e),Locataire,Sans Emploi,,5,2019-12,False,Mixte,"Verbales,Psychologiques",,Entourage,47
M,1972,Nouméa,Marié(e),,Sans Emploi,FRANCAISE,2,2016-06,True,Mixte,,,Police,43
F,1972,La foa,Séparé(e),Hébergé,Sans Emploi,FRANCAISE,5,2012-07,True,Victime,"Psychologiques,Physiques",alcool,Tribunal,40
F,1972,Paita,Union libre,Hébergé,Sans Emploi,FRANCAISE,,2011-05,True,Mixte,"Verbales,Psychologiques,Physiques",,Gendarmerie,38
M,1972,Touho,Union libre,Hébergé,Gérant de société,FRANCAISE,,2016-08,True,Victime,Nuisances sonores,alcool,Tribunal,44
M,1972,Mont dore,,,Employé-e,,4,2021-02,True,Auteur,"Verbales,Physiques",,Tribunal,48
M,1972,Nouméa,Union libre,Squat,Ouvrier-ère,FRANCAISE,3,2013-01,True,Auteur,"Verbales,Psychologiques,Physiques",,Tribunal,40
M,1972,Nouméa,Séparé(e),Hébergé,Sans Emploi,,,2017-09,True,Mixte,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,45
F,1972,Nouméa,Marié(e),Locataire,Femme de menage,FRANCAISE,3,2015-09,True,Mixte,"Psychologiques,Verbales,Menaces de mort",alcool,Police,43
M,1972,Nouméa,Union libre,Locataire,Employé-e,FRANCAISE,1,2010-05,True,Auteur,"Verbales,Psychologiques,Physiques",alcool,Tribunal,38
M,1972,Dumbéa,Marié(e),Locataire,,,3,2014-05,True,Auteur,Physiques,,Tribunal,42
F,1972,Dumbéa,Marié(e),Hébergé,Sans Emploi,FRANCAISE,1,2011-11,True,Mixte,"Verbales,Psychologiques,Physiques",,Entourage,39
F,1972,Nouméa,Union libre,Locataire,Sans Emploi,FRANCAISE,2,2012-01,True,Mixte,Verbales,,Travailleurs sociaux,39
F,1972,,Union libre,,Employé-e,,,2015-01,True,Mixte,"Verbales,Psychologiques",,,42
M,1972,Mont dore,,,,,2,2021-12,True,Auteur,Physiques,,Service pénitentiaire d'insertion et de probation SPIP,49
M,1972,Dumbéa,Union libre,Locataire,Ouvrier-ère,,1,2013-10,True,Auteur,"Psychologiques,Physiques",alcool,Tribunal,41
F,1972,Nouméa,Union libre,Squat,,FRANCAISE,8,2012-01,True,Victime,"Psychologiques,Physiques",alcool,Tribunal,39
M,1972,Nouméa,Marié(e),Propriétaire,Employé-e,FRANCAISE,2,2016-10,True,Auteur,"Verbales,Psychologiques,Physiques",,Police,44
M,1972,Mont dore,Union libre,,Employé-e,FRANCAISE,3,2010-08,True,Auteur,"Verbales,Psychologiques,Physiques",,Tribunal,38
F,1972,Nouméa,Marié(e),Hébergé,Employé-e,,5,2019-12,True,Mixte,"Verbales,Psychologiques,Physiques,Économiques",alcool,Travailleurs sociaux,47
M,1972,Mont dore,Union libre,,Ouvrier-ère,VANUATAISE,3,2010-08,True,Auteur,Physiques,,Tribunal,38
M,1972,Dumbéa,Séparé(e),Locataire,Employé-e,FRANCAISE,3,2017-07,True,Auteur,"Verbales,Physiques",,Tribunal,45
F,1972,Nouméa,Union libre,Locataire,Employé-e,,3,2018-07,False,Mixte,"Psychologiques,Économiques",,Spontanée,46
F,1972,Nouméa,Marié(e),Locataire,Cadre,FRANCAISE,2,2016-08,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles",,Police,44
F,1972,Nouméa,Séparé(e),Locataire,Employé-e,FRANCAISE,3,2015-05,False,Mixte,"Verbales,Psychologiques,Physiques",alcool,Tribunal,43
M,1972,Nouméa,Marié(e),Locataire,Employé-e,VANUATAISE,2,2009-12,True,Auteur,"Physiques,Psychologiques",,Tribunal,37
F,1972,Paita,Marié(e),,Employé-e,FRANCAISE,3,2011-10,True,Victime,"Verbales,Psychologiques,Physiques",,Tribunal,39
M,1972,Nouméa,Marié(e),Hébergé,Ouvrier-ère,VANUATAISE,4,2011-08,True,Auteur,"Verbales,Psychologiques,Physiques",alcool,Tribunal,39
F,1972,Nouméa,Union libre,Locataire,Employé-e,FRANCAISE,2,2012-01,True,Victime,Physiques,alcool,Tribunal,39
F,1971,Mont dore,Marié(e),,Employé-e,,3,2013-10,True,Victime,"Verbales,Psychologiques,Physiques",drogue,Tribunal,41
F,1971,Nouméa,Marié(e),Propriétaire,,,3,2021-04,True,Mixte,Verbales,,Entourage,49
F,1971,Dumbéa,Marié(e),Propriétaire,Employé-e,,4,2023-01,True,Victime,"Verbales,Psychologiques,Physiques",,Spontanée,51
F,1971,Nouméa,Célibataire,Locataire,Employé-e,FRANCAISE,,2011-11,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles",,,40
F,,Nouméa,Marié(e),Hébergé,Femme de menage,,5,,True,Mixte,"Verbales,Psychologiques,Physiques",,Centre d'information des droits des femmes et égalité,
F,1971,Mont dore,Union libre,,Enseignant-e public,FRANCAISE,1,2016-04,False,Mixte,Psychologiques,,Spontanée,44
F,1971,Nouméa,Marié(e),Locataire,Employé-e,FRANCAISE,2,2011-08,True,Victime,"Verbales,Psychologiques,Physiques",,Tribunal,39
F,1971,Boulouparis,Marié(e),,Sans Emploi,,3,2014-03,True,Mixte,Psychologiques,,Services Province Sud,42
M,1971,Nouméa,Marié(e),Squat,,FRANCAISE,8,2017-09,True,Auteur,"Physiques,Verbales",,Police,45
M,1971,Nouméa,Divorcé(e),,Ouvrier-ère,,0,2016-01,True,Auteur,"Verbales,Physiques",alcool,Entourage,44
F,1971,Nouméa,Marié(e),,,,,2017-09,True,Mixte,"Physiques,Verbales,Psychologiques",,Professionnels de santé,45
M,1971,Dumbéa,Séparé(e),Locataire,Sans Emploi,FRANCAISE,5,2022-01,True,Auteur,,,Service pénitentiaire d'insertion et de probation SPIP,50
M,1971,Dumbéa,Marié(e),,Employé-e,FRANCAISE,2,2010-06,True,Auteur,"Verbales,Physiques",alcool,Tribunal,38
F,1971,Nouméa,Union libre,,Employé-e,FRANCAISE,2,2010-05,True,Victime,"Verbales,Psychologiques,Physiques",,Tribunal,38
M,1971,Nouméa,Union libre,Locataire,Ouvrier-ère,FRANCAISE,,2011-08,True,Auteur,"Verbales,Psychologiques,Physiques",alcool,Tribunal,40
F,1971,Mont dore,Marié(e),,Ouvrier-ère,FRANCAISE,2,2016-09,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,45
F,1971,Nouméa,Union libre,Locataire,Employé-e,FRANCAISE,3,2011-06,True,Victime,"Verbales,Physiques",,Tribunal,39
M,1971,Nouméa,Union libre,Squat,Ouvrier-ère,,1,2013-09,True,Auteur,,alcool,Tribunal,42
F,1971,Nouméa,Célibataire,Hébergé,,,,2020-12,True,Mixte,Verbales,,Entourage,49
F,1971,Bourail,Union libre,,Employé-e,,,2020-06,True,Mixte,"Verbales,Physiques",,Tribunal,48
M,1971,Nouméa,Union libre,Locataire,Employé-e,FRANCAISE,1,2012-01,True,Auteur,Physiques,alcool,Tribunal,40
F,1971,Dumbéa,Marié(e),,,,3,2012-09,True,Mixte,"Psychologiques,Physiques",,Tribunal,41
M,1971,Nouméa,Union libre,Propriétaire,Sans Emploi,FRANCAISE,2,2010-08,False,Auteur,"Verbales,Psychologiques,Physiques,Économiques",,Tribunal,39
M,1971,Nouméa,Union libre,Locataire,Ouvrier-ère,FRANCAISE,4,2011-08,True,Auteur,"Verbales,Psychologiques,Physiques,Économiques,Sexuelles",alcool,Tribunal,40
F,1971,Nouméa,Célibataire,Propriétaire,Profession intermédiaire,FRANCAISE,1,2022-09,True,Victime,,,Spontanée,51
F,1971,La foa,Séparé(e),Hébergé,Sans Emploi,,,2018-02,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles,Menaces de mort",médicaments,Travailleurs sociaux,46
F,1971,Nouméa,Union libre,Propriétaire,Ouvrier-ère,VANUATAISE,2,2010-08,False,Victime,"Verbales,Psychologiques,Physiques,Économiques",alcool,Tribunal,39
F,1971,Nouméa,Union libre,Locataire,Agent fonction pub,FRANCAISE,2,2018-05,True,Mixte,"Verbales,Physiques,Psychologiques,Sexuelles",alcool,Services Province Sud,47
F,1971,Nouméa,Marié(e),Hébergé,Sans Emploi,FRANCAISE,3,2012-02,True,Mixte,"Verbales,Psychologiques,Physiques",,Spontanée,40
F,1971,Paita,Marié(e),,Employé-e,FRANCAISE,3,2015-09,True,Victime,"Verbales,Psychologiques,Physiques",,Tribunal,44
M,1971,Nouméa,Union libre,Locataire,Employé-e,FRANCAISE,,2012-05,True,Auteur,"Verbales,Psychologiques,Physiques",alcool,Tribunal,41
M,1971,Mont dore,Union libre,,,,0,2016-06,False,Auteur,"Physiques,Psychologiques",alcool,Spontanée,45
F,1971,Nouméa,Marié(e),,,,6,2015-07,True,Mixte,Psychologiques,,Travailleurs sociaux,44
F,1971,Nouméa,Marié(e),Locataire,Etudiant-e,FRANCAISE,2,2012-08,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,41
F,1971,Dumbéa,Marié(e),Locataire,Employé-e,FRANCAISE,,2009-10,True,Victime,"Psychologiques,Physiques",,Tribunal,38
M,1971,,Union libre,,,,,2014-02,False,Autre,Sur enfants,,,43
F,1971,Dumbéa,Union libre,,,FRANCAISE,,2010-02,True,Victime,"Verbales,Psychologiques,Physiques",,Tribunal,39
F,1971,,Séparé(e),Hébergé,Employé-e,,1,2020-04,False,Mixte,"Verbales,Psychologiques,Physiques,Menaces de mort",alcool,Associations,49
F,1971,Nouméa,Marié(e),Locataire,Cadre,FRANCAISE,2,2008-10,True,Mixte,"Verbales,Psychologiques,Physiques",,Police,37
F,1971,Mont dore,Union libre,Propriétaire,,,1,2021-05,True,Mixte,"Verbales,Psychologiques,Économiques",,Associations,50
M,1971,Nouméa,Union libre,,Sans Emploi,,,2020-02,True,Auteur,Physiques,,Tribunal,49
F,1971,Canala,Union libre,Squat,,,4,2021-08,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles,Menaces de mort",,,50
F,1970,Dumbéa,Union libre,Locataire,,FRANCAISE,5,2011-05,True,Mixte,"Verbales,Psychologiques,Physiques",alcool,Tribunal,40
F,1970,Dumbéa,Célibataire,Locataire,Employé-e,,2,2012-12,True,Mixte,Psychologiques,,Entourage,41
M,1970,Dumbéa,Union libre,,Ouvrier-ère,FRANCAISE,1,2010-06,True,Auteur,"Verbales,Physiques",alcool,Tribunal,39
M,1970,Nouméa,Union libre,Locataire,,FRANCAISE,1,2022-07,True,Auteur,Physiques,,Service pénitentiaire d'insertion et de probation SPIP,51
M,1970,Nouméa,Union libre,Locataire,,,2,2014-12,True,Mixte,"Verbales,Physiques",,Spontanée,44
F,1970,Nouméa,Union libre,Squat,Sans Emploi,,1,2021-08,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles,Menaces de mort",alcool,Police,50
F,1970,Boulouparis,Union libre,Locataire,Agent de sécurité,VANUATAISE,2,2017-02,False,,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,46
M,1970,Dumbéa,Union libre,Squat,Sans Emploi,FRANCAISE,2,2012-10,True,Auteur,"Verbales,Psychologiques,Physiques",alcool,Tribunal,41
F,1970,Nouméa,Divorcé(e),,Enseignant-e public,,4,2014-06,True,Mixte,"Psychologiques,Physiques",,,43
F,1970,Nouméa,Union libre,Locataire,Femme de service,FRANCAISE,5,2011-10,True,Victime,Physiques,alcool,Tribunal,41
F,1970,Nouméa,Marié(e),Hébergé,Aide soignant,,5,2019-07,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles,Menaces de mort",alcool,Professionnels de santé,48
M,1970,Bourail,Union libre,Propriétaire,,,3,2020-06,True,Auteur,"Verbales,Physiques",,Tribunal,49
M,1970,Dumbéa,Marié(e),Locataire,Ouvrier-ère,,4,2014-09,True,Auteur,"Verbales,Psychologiques",,Entourage,43
F,1970,Dumbéa,,,Sans Emploi,,3,2014-09,False,Mixte,"Verbales,Psychologiques,Physiques",,Entourage,43
M,1970,Bourail,Union libre,,Ouvrier-ère,,,2020-06,True,Auteur,"Verbales,Physiques",,Tribunal,49
F,1970,Dumbéa,Marié(e),Hébergé,Sans Emploi,FRANCAISE,,2010-03,True,Mixte,"Verbales,Physiques",,Police,39
F,1970,Nouméa,Union libre,Locataire,Femme de service,FRANCAISE,3,2011-11,True,Victime,"Verbales,Psychologiques,Physiques",,Tribunal,41
F,1970,Nouméa,,,,,,2009-12,True,Mixte,"Verbales,Physiques",,Tribunal,39
M,1970,Dumbéa,Union libre,,Employé-e,,1,2020-11,True,Auteur,"Verbales,Physiques",,Police,50
F,1970,Paita,Marié(e),,Aide maternelle,,1,2015-01,True,Mixte,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,44
F,1970,Nouméa,Union libre,,Profession intermédiaire,,,2014-12,False,Mixte,"Verbales,Psychologiques",,Police,44
F,1970,Mont dore,Marié(e),Hébergé,Sans Emploi,,4,2014-04,True,Mixte,"Verbales,Psychologiques",,Entourage,43
F,,Nouméa,Union libre,Hébergé,Employé-e,,2,,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,
M,1970,Nouméa,Union libre,Locataire,Employé-e,,3,2015-10,True,Auteur,"Verbales,Psychologiques,Physiques,Menaces de mort",,Tribunal,45
M,1970,Nouméa,Célibataire,Locataire,Agent d'entretien,,,2023-04,True,Auteur,,,Professionnels de santé,52
F,1970,Dumbéa,Divorcé(e),Locataire,Profession intermédiaire,FRANCAISE,2,2012-03,True,Mixte,,,Police,41
F,1970,Mont dore,Divorcé(e),Locataire,,FRANCAISE,2,2010-12,True,Mixte,,,,40
M,1970,Nouméa,Célibataire,,,FRANCAISE,2,2022-07,True,Auteur,Physiques,,Service pénitentiaire d'insertion et de probation SPIP,52
F,1970,Nouméa,Séparé(e),Hébergé,Sans Emploi,FRANCAISE,0,2016-10,True,Mixte,"Verbales,Psychologiques,Physiques",,Services Province Sud,46
F,1970,Mont dore,Marié(e),Propriétaire,Profession intermédiaire,FRANCAISE,,2011-10,True,Mixte,Psychologiques,,Professionnels de santé,41
F,1970,Nouméa,,Propriétaire,Profession intermédiaire,FRANCAISE,2,2011-08,False,Mixte,"Verbales,Psychologiques,Physiques",,Entourage,41
F,1970,Nouméa,Marié(e),,Enseignant-e public,,2,2021-02,True,Mixte,"Verbales,Psychologiques",,Associations,50
F,1970,Paita,Union libre,Locataire,Sans Emploi,FRANCAISE,2,2017-03,True,Mixte,"Verbales,Psychologiques,Physiques,Économiques",alcool,Travailleurs sociaux,47
M,1970,Dumbéa,Union libre,Locataire,Ouvrier-ère,FRANCAISE,2,2011-08,True,Auteur,"Verbales,Psychologiques,Physiques",alcool,Tribunal,41
F,1970,Nouméa,Marié(e),,Ouvrier-ère,FRANCAISE,3,2010-01,True,Victime,"Verbales,Physiques",alcool,Tribunal,39
M,1970,Nouméa,Union libre,Hébergé,,,2,2013-08,True,Auteur,"Verbales,Psychologiques,Physiques",,Tribunal,43
M,1970,Nouméa,Marié(e),,Profession intermédiaire,,3,2013-01,True,Auteur,Sur enfants,,Services Province Sud,42
F,1970,Nouméa,Marié(e),Hébergé,Sans Emploi,,,2020-02,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles",,Centre d'information des droits des femmes et égalité,49
M,1970,,Séparé(e),,,,2,2013-08,True,Auteur,Physiques,,Tribunal,43
F,1970,Mont dore,Marié(e),Propriétaire,Cadre,FRANCAISE,,2016-12,True,Mixte,Physiques,,Police,46
F,1970,Nouméa,Célibataire,Hébergé,Sans Emploi,,1,2020-04,True,Mixte,Sexuelles,,Travailleurs sociaux,50
F,1970,,Séparé(e),,,FRANCAISE,,2007-04,True,Mixte,"Verbales,Psychologiques",,,37
F,1970,Paita,Marié(e),Locataire,,FRANCAISE,1,2010-11,True,Mixte,"Verbales,Psychologiques,Sexuelles",,,40
F,1969,Mont dore,Marié(e),Hébergé,Sans Emploi,FRANCAISE,2,2017-04,True,Victime,Physiques,,Tribunal,47
F,1969,Mont dore,Union libre,Locataire,Sans Emploi,,2,2015-03,True,Mixte,"Verbales,Psychologiques,Physiques",alcool,Associations,45
F,1969,Nouméa,,Locataire,Sans Emploi,FRANCAISE,4,2011-02,True,,"Verbales,Psychologiques",,Professionnels de santé,41
M,1969,Nouméa,,,Ouvrier-ère,,,2013-06,True,Auteur,"Sur enfants,Physiques",,Travailleurs sociaux,43
F,1969,Nouméa,Union libre,,,,2,2023-08,False,Victime,"Verbales,Physiques,Menaces de mort",,Services Province Sud,53
F,1969,Mont dore,Union libre,,Femme de menage,,2,2016-09,False,Mixte,"Verbales,Psychologiques,Menaces de mort",,Spontanée,46
F,1969,Nouméa,Marié(e),Locataire,Employé-e,FRANCAISE,,2010-10,True,Mixte,,,Entourage,40
M,1969,Nouméa,Union libre,,Employé-e,FRANCAISE,1,2011-04,False,Autre,"Verbales,Psychologiques,Physiques",,Tribunal,41
F,1969,Nouméa,Séparé(e),Hébergé,Sans Emploi,FRANCAISE,2,2008-11,False,Mixte,"Verbales,Physiques",,Travailleurs sociaux,39
M,1969,Mont dore,Marié(e),Hébergé,Policier-ère,FRANCAISE,2,2017-04,True,Auteur,Verbales,,Tribunal,47
F,1969,Nouméa,Union libre,,Employé-e,,4,2015-07,True,Mixte,"Verbales,Psychologiques,Physiques",drogue,Spontanée,45
M,1969,Nouméa,Marié(e),Locataire,Ouvrier-ère,FRANCAISE,,2010-06,True,Auteur,"Verbales,Physiques",alcool,Tribunal,40
F,1969,Dumbéa,Marié(e),,Aide soignant,,,2015-07,False,Mixte,"Verbales,Psychologiques,Physiques",alcool,Services Province Sud,45
F,1969,Dumbéa,Union libre,Locataire,Employé-e,FRANCAISE,,2010-02,True,Auteur,"Verbales,Physiques",,Tribunal,40
M,1969,Nouméa,Union libre,Locataire,Employé-e,FRANCAISE,,2012-06,True,Auteur,"Verbales,Psychologiques,Physiques",alcool,Tribunal,42
F,1969,Nouméa,Union libre,Hébergé,Sans Emploi,,,2017-09,True,Mixte,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,48
F,1969,Moindou,Marié(e),,Sans Emploi,,4,2013-04,True,Mixte,"Verbales,Psychologiques,Physiques",alcool,Entourage,43
M,1969,Nouméa,Marié(e),Locataire,Chômage,FRANCAISE,6,2011-09,True,Autre,"Verbales,Psychologiques,Physiques",alcool,Travailleurs sociaux,42
F,1969,Poum,Marié(e),,,FRANCAISE,4,2010-09,False,Mixte,"Verbales,Physiques",,,41
F,1969,Thio,Marié(e),,Femme de service,,1,2016-10,True,Mixte,"Verbales,Psychologiques",,Travailleurs sociaux,47
M,1969,,,,,FRANCAISE,,2011-09,True,Autre,"Verbales,Psychologiques,Physiques",,,42
M,1969,Nouméa,Union libre,,,,1,2014-01,True,Auteur,"Verbales,Physiques",,Tribunal,44
F,1969,Nouméa,Union libre,,Femme de menage,,2,2020-08,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles",,Spontanée,51
F,1969,Nouméa,Marié(e),Locataire,Profession intermédiaire,FRANCAISE,3,2022-05,False,Victime,Psychologiques,,Services Province Sud,53
M,1969,Nouméa,Union libre,Locataire,Ouvrier-ère,FRANCAISE,2,2017-01,True,Auteur,,,,47
F,1969,Nouméa,Union libre,Locataire,,,6,2018-10,True,Mixte,"Verbales,Physiques",,Travailleurs sociaux,49
F,1969,Nouméa,Union libre,Propriétaire,,,,2020-10,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles,Menaces de mort,Harcelement",,Police,51
F,1969,Poindimié,Séparé(e),,Employé-e,FRANCAISE,1,2011-02,False,Mixte,"Verbales,Psychologiques,Physiques",,Tribunal,42
F,1969,Dumbéa,Union libre,Locataire,Employé-e,,2,2019-03,True,Mixte,"Verbales,Physiques",,Entourage,50
M,1969,Nouméa,Marié(e),Squat,Allocataire solidarité,FRANCAISE,2,2018-04,True,Auteur,"Verbales,Physiques",,Tribunal,49
F,1969,Paita,Célibataire,Hébergé,Sans Emploi,,,2019-12,True,Mixte,"Verbales,Psychologiques,Physiques,Menaces de mort",,Professionnels de santé,50
M,1969,La foa,Union libre,,Employé-e,FRANCAISE,3,2010-12,True,Autre,"Verbales,Psychologiques,Physiques",,,41
